,name,floor,height,year,area
377,中之島セントラルタワー,28,141.645,2005.0,大阪府大阪市
378,イーストコア曳舟二番館,41,141.56,2009.0,東京都墨田区
379,パークシティ大崎 ザ タワー,40,141.39,2015.0,東京都品川区
380,赤坂パークビル(グリーンパーク赤坂),30,141.0,1993.0,東京都港区
381,ソニーシティ大崎,25,141.0,2011.0,東京都品川区
382,シティタワー品川,43,141.0,2008.0,東京都港区
383,ThinkPark Tower,30,140.5,2007.0,東京都品川区
384,万代島ビル(朱鷺メッセ),31,140.5,2003.0,新潟県新潟市
385,パークタワー横浜ステーションプレミア,36,140.3,2007.0,神奈川県横浜市
386,BEACON Tower Residence,41,140.3,2009.0,東京都江東区
387,中之島三井ビルディング,31,140.15,2002.0,大阪府大阪市
388,みずほ銀行内幸町本部ビル,32,140.0,1980.0,東京都千代田区
389,ザ・ヨコハマタワーズ タワーウエスト,42,140.0,2001.0,神奈川県横浜市
390,RICイーストコート3番街,41,140.0,1991.0,兵庫県神戸市
391,ヨコハマ グランド インターコンチネンタル ホテル,31,140.0,1991.0,神奈川県横浜市
392,オリナスタワー,31,140.0,2006.0,東京都墨田区
393,プラウドタワー北浜,42,140.0,2020.0,大阪府大阪市
394,ザ・ヨコハマタワーズ タワーイースト,42,140.0,2003.0,神奈川県横浜市
395,パークコート浜離宮ザ タワー,37,139.9,2019.0,東京都港区
396,品川インターシティC棟,31,139.9,1998.0,東京都港区
397,品川インターシティB棟,31,139.9,1998.0,東京都港区
398,住友不動産 西新宿ビル,33,139.9,2009.0,東京都新宿区
399,ワールドシティタワーズ キャピタルタワー,41,139.85,2007.0,東京都港区
400,ステーションプラザタワー,36,139.85,2009.0,東京都荒川区
401,ワールドシティタワーズ ブリーズタワー,42,139.85,2007.0,東京都港区
402,住友ケミカルエンジニアリングセンタービル,27,139.7,1993.0,千葉県千葉市
403,スカイライトタワー,40,139.2,1993.0,東京都中央区
404,さいたま新都心合同庁舎2号館,26,139.0,2000.0,埼玉県さいたま市
405,京王プラザホテル南館,35,139.0,1980.0,東京都新宿区
406,豊洲ONビル,30,139.0,1992.0,東京都江東区
407,NTTドコモ中国大手町ビル,21,139.0,2004.0,広島県広島市
408,グランドプリンスホテル赤坂(旧赤坂プリンスホテル),40,138.9,1982.0,東京都千代田区
409,ザ・タワー・グランディア,38,138.65,2004.0,東京都豊島区
410,ジオタワー高槻ミューズフロント,41,138.62,2012.0,大阪府高槻市
411,六本木ティーキューブ,27,138.46,2003.0,東京都港区
412,TOKYO TIMES TOWER,40,138.45,2004.0,東京都千代田区
413,ルネッサなんばタワー,38,138.2,2006.0,大阪府大阪市
414,ヴィナシス金町タワーレジデンス,41,138.2,2009.0,東京都葛飾区
415,堂島 ザ・レジデンス マークタワー,39,138.17,2013.0,大阪府大阪市
416,河田町コンフォガーデン C棟,41,138.02,2003.0,東京都新宿区
417,住友不動産 渋谷ガーデンタワー,22,138.0,2012.0,東京都渋谷区
418,品川プリンスホテル新館,39,138.0,1994.0,東京都港区
419,ロイヤルパークスタワー南千住,39,138.0,2008.0,東京都荒川区
420,大手町野村ビル,27,138.0,1994.0,東京都千代田区
421,クイーンズタワーB,28,137.8,1997.0,神奈川県横浜市
422,ホテル京阪ユニバーサル・タワー,33,137.75,2002.0,大阪府大阪市
423,MJR堺筋本町タワー,37,137.5,2021.0,大阪府大阪市
424,大宮ソニックシティ,31,137.0,1988.0,埼玉県さいたま市
425,二子玉川ライズタワーオフィス(二子玉川エクセルホテル東急),30,137.0,2015.0,東京都世田谷区
426,ワールドシティタワーズ アクアタワー,40,137.0,2005.0,東京都港区
427,コスモポリス品川,40,136.95,2005.0,東京都港区
428,くずはタワーシティ T棟,42,136.8,2003.0,大阪府枚方市
429,大津プリンスホテル,37,136.67,1989.0,滋賀県大津市
430,ベイクレストタワー,40,136.6,2005.0,東京都港区
431,日本通運本社ビル,28,136.51,2003.0,東京都港区
432,ルネッサンスタワー上野池之端,38,136.5,2005.0,東京都台東区
433,アルグラッド ザ・タワー心斎橋,37,136.25,2009.0,大阪府大阪市
434,エルザグレース堀江タワー,38,136.2,2007.0,大阪府大阪市
435,岐阜スカイウイング37(ザ・ライオンズ一条タワー岐阜),37,135.89,2012.0,岐阜県岐阜市
436,桜宮リバーシティ・ウォータータワープラザ,41,135.81,1992.0,大阪府大阪市
437,ザ・サッポロタワー琴似,40,135.6,2006.0,北海道札幌市
438,シティタワー札幌大通,41,135.39,2007.0,北海道札幌市
439,アパホテル&リゾート〈横浜ベイタワー〉,35,135.04,2019.0,神奈川県横浜市
440,住友不動産秋葉原ファーストビル,23,135.0,2019.0,東京都千代田区
441,神戸クリスタルタワー,32,135.0,1993.0,兵庫県神戸市
442,千代田ファーストビル 西館(ラ・トゥール千代田),32,135.0,2004.0,東京都千代田区
443,ホテルオークラ神戸,35,135.0,1989.0,兵庫県神戸市
444,NTTドコモ墨田ビル,27,135.0,2004.0,東京都墨田区
445,リバーカントリーガーデン京橋,40,135.0,1999.0,大阪府大阪市
446,サウザンドシティ サウザンドタワー,41,135.0,2002.0,神奈川県川崎市
447,ブリリアタワーズ目黒 サウスレジデンス,38,134.96,2017.0,東京都品川区
448,シティタワー国分寺 ザ・ツイン ウエスト,36,134.9,2018.0,東京都国分寺市
449,赤坂インターシティ,29,134.77,2005.0,東京都港区
450,梅田センタービル,32,134.7,1987.0,大阪府大阪市
451,ビオール大阪 大手前タワー,40,134.7,2007.0,大阪府大阪市
452,ホテルニューオータニ ガーデンコート,30,134.7,1991.0,東京都千代田区
453,ヴァンガードタワー,38,134.61,2007.0,東京都豊島区
454,サンマークスだいにち・ジアスタワーレジデンス(A棟),40,134.6,2007.0,大阪府守口市
455,サンマークスだいにち・サンタワーレジデンス(G棟),40,134.6,2009.0,大阪府守口市
456,サンマークスだいにち・ルナタワーレジデンス(D棟),40,134.6,2008.0,大阪府守口市
457,金山南ビル,31,134.5,1999.0,愛知県名古屋市
458,リバーサイド隅田 セントラルタワーパレス,33,134.4,1994.0,東京都墨田区
459,ザ・ガーデンタワーズ サンセットタワー,39,134.3,1997.0,東京都江東区
460,ザ・ガーデンタワーズ サンライズタワー,39,134.3,1997.0,東京都江東区
461,中野坂上サンブライトツインビル,30,134.2,1996.0,東京都中野区
462,メロード吹田1番館,38,134.0,1996.0,大阪府吹田市
463,NHK大阪放送会館,18,134.0,2001.0,大阪府大阪市
464,新宿NSビル,30,134.0,1982.0,東京都新宿区
465,新川崎三井ビルディング WEST棟,31,134.0,1989.0,神奈川県川崎市
466,新川崎三井ビルディング EAST棟,31,134.0,1989.0,神奈川県川崎市
467,代ゼミタワー OBELISK,26,134.0,2008.0,東京都渋谷区
468,スカイタワー41,41,133.95,1997.0,山形県上山市
469,ムーンアイランドタワー,38,133.75,2002.0,東京都中央区
470,セントプレイスシティ セントプレイスタワー,38,133.53,2012.0,大阪府大阪市
471,浅草タワー,37,133.53,2012.0,東京都台東区
472,汐留ビルディング,24,133.48,2007.0,東京都港区
473,ローレルタワー難波,39,133.4,2005.0,大阪府大阪市
474,オリックス本町ビル,29,133.054,2011.0,大阪府大阪市
475,ANA インターコンチネンタル ホテル東京,36,133.0,1986.0,東京都港区
476,グランドメゾン新梅田タワー,39,133.0,2019.0,大阪府大阪市
477,日石横浜ビル,30,133.0,1997.0,神奈川県横浜市
478,(仮称)渋谷駅桜丘口地区第一種再開発事業 B街区,29,133.0,2023.0,東京都渋谷区
479,工学院大学 新宿キャンパス,29,133.0,1989.0,東京都新宿区
480,幕張ベイパーク クロスタワー,37,132.89,2018.0,千葉県千葉市
481,酉島リバーサイドヒル 20号棟,40,132.6,1999.0,大阪府大阪市
482,郡山ビッグアイ,24,132.6,2001.0,福島県郡山市
483,大阪富国生命ビル,28,132.5,2010.0,大阪府大阪市
484,NTTデータ品川ビル,27,132.42,2003.0,東京都港区
485,(仮称)新宿区四谷四丁目計画,35,132.35,2025.0,東京都新宿区
486,パークシティ中央湊 ザ タワー,36,132.3,2017.0,東京都中央区
487,JR横浜タワー,26,132.253,2020.0,神奈川県横浜市
488,神戸市庁舎1号館,30,132.0,1989.0,兵庫県神戸市
489,ピアスタワー,28,132.0,1996.0,大阪府大阪市
490,リバーポイントタワー,40,132.0,1989.0,東京都中央区
491,横浜スカイビル,30,132.0,1996.0,神奈川県横浜市
492,ジーニス大阪ウエスト棟,39,132.0,2003.0,大阪府大阪市
493,リーガロイヤルホテル小倉,30,132.0,1993.0,福岡県北九州市
494,パークハウス プレシアタワー,38,131.98,2009.0,千葉県船橋市
495,本町ガーデンシティ(セント レジス ホテル大阪),27,131.95,2010.0,大阪府大阪市
496,クレストプライムタワー芝,39,131.9,2007.0,東京都港区
497,サンシティタワー神戸,35,131.8,2017.0,兵庫県神戸市
498,グランドメゾン上町台レジデンスタワー,36,131.494,2021.0,大阪府大阪市
499,P&G日本本社 テクニカルセンター,31,131.4,1993.0,兵庫県神戸市
500,鉄鋼ビルディング,26,131.4,2015.0,東京都千代田区
501,プラウドタワー東池袋ステーションアリーナ,36,131.31,2022.0,東京都豊島区
502,ブリリアタワー上野池之端,36,131.2,2019.0,東京都台東区
503,神戸芸術センター,37,131.14,2008.0,兵庫県神戸市
504,渋谷クロスタワー,32,131.0,1975.0,東京都渋谷区
505,ライブタワー武蔵浦和,38,131.0,2001.0,埼玉県さいたま市
506,グランドメゾン上町台 ザ・タワー,40,130.69,2019.0,大阪府大阪市
507,シティタワー新宿新都心,37,130.567,2005.0,東京都新宿区
508,新宿東宝ビル(ホテルグレイスリー新宿),30,130.25,2015.0,東京都新宿区
509,柏の葉キャンパス148街区住宅計画 西棟,36,130.08,2018.0,千葉県柏市
510,パークシティ柏の葉キャンパス ザ・ゲートタワー,36,130.08,2016.0,千葉県柏市
511,NTTドコモ川崎ビル,19,130.0,2002.0,神奈川県川崎市
512,新生銀行旧本店ビル,21,130.0,1993.0,東京都千代田区
513,ローレルタワー梅田,38,130.0,2008.0,大阪府大阪市
514,サンシャインシティ プリンスホテル,37,130.0,1978.0,東京都豊島区
515,住友不動産渋谷ファーストビル(ラ・トゥール渋谷),26,130.0,2010.0,東京都渋谷区
516,ホテル日航金沢,30,130.0,1994.0,石川県金沢市
517,I-linkタウンいちかわ ザ・タワーズイースト,37,130.0,2008.0,千葉県市川市
518,トミンタワー東雲,36,130.0,1996.0,東京都江東区
519,梅田DTタワー,27,130.0,2003.0,大阪府大阪市
520,KDDI大阪第2ビル,20,130.0,2015.0,大阪府大阪市
521,ザ・センター東京,38,129.98,2007.0,東京都新宿区
522,シティタワー麻布十番,38,129.92,2009.0,東京都港区
523,リバーハープタワー南千住2号棟,38,129.8,2000.0,東京都荒川区
524,プラウドタワー千代田富士見,38,129.6,2009.0,東京都千代田区
525,帝国ホテル インペリアルタワー,31,129.1,1983.0,東京都千代田区
526,パークコート麻布十番 ザ タワー,36,129.08,2010.0,東京都港区
527,シティタワー大阪福島,37,129.0,2009.0,大阪府大阪市
528,(仮称)芝公園1丁目ビル計画,22,129.0,2017.0,東京都港区
529,日本郵政グループさいたまビル(旧さいたま新都心郵政庁舎),28,129.0,2000.0,埼玉県さいたま市
530,中之島センタービル,31,129.0,1975.0,大阪府大阪市
531,(仮称)西五反田3丁目プロジェクト C棟,32,128.7,2023.0,東京都品川区
532,ミューザ川崎セントラルタワー,27,128.34,2003.0,神奈川県川崎市
533,川崎駅西口開発計画 オフィス高層棟,29,128.25,2021.0,神奈川県川崎市
534,プレミスト琴似スカイクロスタワー,40,128.2,2013.0,北海道札幌市
535,プレミスト札幌ターミナルタワー,38,128.1,2015.0,北海道札幌市
536,プラウドタワー立川,32,128.03,2016.0,東京都立川市
537,上大岡タワー ザ レジデンス,34,128.0,2010.0,神奈川県横浜市
538,NEXT21ビル,21,128.0,1993.0,新潟県新潟市
539,リバーシティー21イーストタワーズ,37,127.9,1991.0,東京都中央区
540,シティタワー金町,37,127.66,2016.0,東京都葛飾区
541,クラッシィタワー淀屋橋,35,127.64,2016.0,大阪府大阪市
542,クレヴィアタワー中之島,36,127.24,2012.0,大阪府大阪市
543,日比谷国際ビルヂング,31,127.2,1981.0,東京都千代田区
544,大崎ウエストシティタワーズ W棟,39,127.08,2009.0,東京都品川区
545,大崎ウエストシティタワーズ E棟,39,127.08,2009.0,東京都品川区
546,阪急グランドビル,32,127.0,1977.0,大阪府大阪市
547,NTT東日本 新宿本社ビル,30,127.0,1995.0,東京都新宿区
548,門司港レトロハイマート,31,127.0,1999.0,福岡県北九州市
549,ザ・熊本タワー,36,126.83,2011.0,熊本県熊本市
550,コットンハーバータワーズ マリナゲートタワー,38,126.65,2008.0,神奈川県横浜市
551,ザ・上本町タワー,37,126.65,2009.0,大阪府大阪市
552,汐留住友ビル,27,126.41,2004.0,東京都港区
553,豊洲IHIビル,25,126.3,2006.0,東京都江東区
554,TOKYO SEA SOUTH ブランファーレ,36,126.2,2004.0,東京都港区
555,ジオタワー南森町,37,126.08,2021.0,大阪府大阪市
556,住友不動産芝公園タワー,30,126.0,2001.0,東京都港区
557,(仮称)西新宿一丁目地区プロジェクト,23,126.0,2025.0,東京都新宿区
558,ハーモニースクエア,29,126.0,1997.0,東京都中野区
559,桃坂コンフォガーデン上本町ヒルズマーク,37,125.96,2007.0,大阪府大阪市
560,東京医科歯科大学 M&Dタワー(医歯学総合研究棟 Ⅱ期棟),26,125.95,2008.0,東京都文京区
561,シティタワー高輪,35,125.94,2004.0,東京都港区
562,目黒セントラルスクエア,27,125.55,2017.0,東京都品川区
